tdl,xpos,ypos,displacement,totaldisplacement
0.0,0.0,62.0,0.0,0.0
0.00850850850850851,0.09050710608442084,61.99991749132758,0.09050714369295737,0.09050714369295737
0.01701701701701702,0.18101388336558608,61.999669965654206,0.09050711575772055,0.18101425945067792
0.025525525525525526,0.27152000304172375,61.99925742401149,0.09050705988727249,0.27152131933795043
0.03403403403403404,0.362025136314029,61.99867986811877,0.09050697608166426,0.3620282954196147
0.04254254254254255,0.4525289543881479,61.997937300383136,0.09050686434097259,0.4525351597605873
0.05105105105105105,0.5430311284756607,61.997029723899374,0.09050672466529962,0.5430418844258869
0.05955955955955956,0.6335313297955656,61.995957142449996,0.09050655705477291,0.6335484414806598
0.06806806806806807,0.724029229575762,61.994719560505175,0.09050636150954594,0.7240548029902057
0.07657657657657659,0.8145244990545345,61.993316983222755,0.09050613802979783,0.8145609410200035
0.0850850850850851,0.9050168094820352,61.99174941644823,0.09050588661573208,0.9050668276357356
0.09359359359359361,0.9955058321217684,61.99001686671469,0.0905056072675794,0.995572434903315
0.1021021021021021,1.0859912382520727,61.988119341242815,0.09050529998559492,1.08607773488891
0.11061061061061062,1.176472699167605,61.98605684794081,0.09050496477006023,1.17658269965897
0.11911911911911913,1.2669498861808235,61.98382939540442,0.09050460162128088,1.267087301280251
0.12762762762762764,1.35742247062347,61.981436992916834,0.09050421053958999,1.357591511819841
0.13613613613613615,1.4478901238480537,61.978879650448675,0.09050379152534417,1.448095303345185
0.14464464464464466,1.5383525172293337,61.97615737865792,0.09050334457892803,1.5385986479241132
0.15315315315315317,1.628809322165802,61.97327018888992,0.09050286970074888,1.629101517624862
0.16166166166166168,1.7192602100811647,61.97021809317724,0.09050236689124148,1.7196038845161035
0.1701701701701702,1.8097048524258272,61.967001104239685,0.09050183615086634,1.8101057206669697
0.1786786786786787,1.900142920678374,61.963619235484224,0.09050127748010782,1.9006069981470775
0.18718718718718722,1.9905740863470522,61.96007250100489,0.09050069087947807,1.9911076890265555
0.19569569569569573,2.080998020971253,61.956360915582756,0.0905000763495119,2.0816077653760674
0.2042042042042042,2.171414396122994,61.95248449468584,0.09049943389077315,2.1721071992668404
0.21271271271271272,2.261822883408401,61.94844325446905,0.09049876350384826,2.2626059627706887
0.22122122122122123,2.3522231544691885,61.94423721177407,0.09049806518934969,2.3531040279600384
0.22972972972972974,2.4426148809841433,61.939866384129346,0.09049733894791763,2.443601366907956
0.23823823823823825,2.532997734670604,61.935330789749926,0.09049658478021566,2.534097951688172
0.24674674674674676,2.6233713872859417,61.930630447537425,0.09049580268693337,2.6245937543751054
0.2552552552552553,2.713735510629042,61.92576537707991,0.09049499266878584,2.7150887470438914
0.2637637637637638,2.8040897765417863,61.920735598651845,0.09049415472651458,2.805582901770406
0.2722722722722723,2.8944338569105277,61.91554113321392,0.09049328886088402,2.89607619063129
0.2807807807807808,2.9847674236675785,61.91018200241304,0.0904923950726885,2.9865685857039788
0.2892892892892893,3.0750901487926865,61.90465822858216,0.0904914733627458,3.0770600590667248
0.2977977977977978,3.165401704314509,61.8989698347402,0.09049052373189394,3.1675505827986186
0.30630630630630634,3.2557017623121056,61.89311684459195,0.09048954618100809,3.258040128979627
0.3148148148148148,3.345989994916403,61.88709928252791,0.09048854071097756,3.3485286696906043
0.32332332332332336,3.4362660743116846,61.88091717362425,0.09048750732272377,3.439016177013328
0.33183183183183185,3.5265296727370625,61.874570543642584,0.0904864460171911,3.529502623030519
0.3403403403403404,3.616780462487963,61.86805941902996,0.09048535679535293,3.619987979825872
0.34884884884884887,3.707018115917595,61.8613838269187,0.09048423965819863,3.7104722194840707
0.3573573573573574,3.797242305438437,61.85454379512619,0.09048309460675712,3.8009553140908277
0.3658658658658659,3.887452703523711,61.84753935215486,0.09048192164207282,3.8914372357329006
0.37437437437437443,3.97764898270886,61.84037052719199,0.09048072076521921,3.98191795649812
0.3828828828828829,4.067830815593022,61.83303735010958,0.09047949197729314,4.072397448475413
0.39139139139139145,4.157997874840513,61.82553985146423,0.09047823527941677,4.162875683754829
0.39989989989989994,4.248149833182298,61.81787806249694,0.09047695067274457,4.253352634427574
0.4084084084084084,4.3382863634174695,61.81005201513301,0.0904756381584481,4.343828272586022
0.41691691691691696,4.428407138414724,61.8020617419819,0.09047429773772829,4.434302570323751
0.42542542542542544,4.518511831113834,61.79390727633704,0.09047292941180961,4.5247754997355605
0.433933933933934,4.6086001145271265,61.78558865217564,0.09047153318194792,4.615247032917509
0.44244244244244246,4.6986716617409545,61.77710590415862,0.09047010904941569,4.705717141966924
0.450950950950951,4.788726145917175,61.76845906763039,0.09046865701551572,4.79618579898244
0.4594594594594595,4.878763240294618,61.75964817861866,0.09046717708157809,4.886652976064018
0.467967967967968,4.968782618190566,61.75067327383432,0.09046566924895577,4.977118645312974
0.4764764764764765,5.058783953002224,61.741534390671234,0.09046413351902882,5.067582778832002
0.48498498498498505,5.148766918208189,61.73223156720607,0.0904625698931988,5.158045348725201
0.49349349349349353,5.238731187369926,61.722764842198124,0.09046097837289645,5.248506327098098
0.5020020020020021,5.3286764341332455,61.713134255089116,0.09045935895958244,5.33896568605768
0.5105105105105106,5.41860233222976,61.70333984600304,0.0904577116547292,5.42942339771241
0.519019019019019,5.508508555478372,61.693381655745924,0.09045603645985223,5.519879434172262
0.5275275275275276,5.598394777786732,61.68325972580569,0.09045433337647742,5.61033376754874
0.5360360360360361,5.688260673152713,61.672974098351915,0.09045260240616247,5.700786369954902
0.5445445445445446,5.7781059156658845,61.66252481623563,0.09045084355049611,5.791237213505398
