proxtarg,disttarg,ptdl,dtdl,proxang,distang,prox_x,prox_y,dist_x,dist_y,dp,tpeff,tdeff
45.0,-45.0,3.775313638,-1.104959882,60.1773450112078,-75.35469001485464,19.473313001158992,24.68827564108975,24.933754314776984,50.056133252394986,-0.408636198231712,3.570995538884144,-4.471637321768288
45.0,-30.0,3.406993677,0.153477997,57.89187956037311,-54.8272697187165,18.904378854379722,25.26934975817081,29.43827078760225,50.022128707646374,0.05675922377632358,3.4353732888881616,-3.25351568
45.0,-15.0,3.038673716,1.411915876,55.60641410953843,-27.41363485935825,18.31662421943276,25.833590512936983,35.47196386058833,47.61037797180387,0.522154645784359,3.2997510388921794,-1.62675784
45.0,0.0,2.670353756,2.670353756,53.32094867867149,1.870914518507951e-15,17.710599293071947,26.380361163864418,40.166433992165196,43.105656018275795,0.9875500681622145,3.164128790081107,1.1102230246251565e-16
45.0,15.0,2.302033795,3.928791635,51.03548322783681,2.9290335507341476,17.086876386999677,26.90904394670693,39.41390367215548,43.80063454578367,1.45294549017025,3.0285065400851248,0.17381234982975025
45.0,30.0,1.933713834,5.187229514,48.750017777002114,22.49996444368937,16.446049284393332,27.419040829194202,41.22916182450122,40.04245086858605,1.9183409121782855,2.8928842900891425,1.335174767821715
45.0,45.0,1.565393873,6.445667393,46.464552326167436,42.07089533664459,15.788732515535747,27.909774289091963,41.965340350522084,35.832447722235095,2.3837363341863207,2.7572620400931607,2.496537185813679
45.0,60.0,1.197073912,7.704105273,44.17908687844879,61.641826240219395,15.115560633428277,28.38068804191903,41.554059809820345,31.447445117532666,2.8491317565641765,2.6216397902820883,3.6578996044358227
60.0,-60.0,5.054946148,-1.494474474,80.52758209529946,-101.05516419175213,23.63245777794077,18.88208627393481,30.257467438961775,42.351474976455066,-0.5526864616155335,4.7786029171922335,-5.996734160384467
60.0,-45.0,4.681327529,-0.230737937,78.16933611927796,-81.33867224842326,23.239028968477186,19.604464491924663,34.577948591174206,42.57901528530399,-0.08533149021921527,4.6386617838903925,-4.826733975780785
60.0,-30.0,4.307708911,1.0329986,75.81109016010815,-55.1844352789039,22.821495636357778,20.315676034270457,40.36983829452577,40.68615776235738,0.38202348117710294,4.498720651588552,-3.274710311
60.0,-15.0,3.934090292,2.296735137,73.45284418408663,-27.592217631026095,22.38021980065275,21.014878152448713,45.35027231798434,36.52972224040884,0.8493784525734213,4.358779518286711,-1.6373551549999998
60.0,0.0,3.560471674,3.560471674,71.09459822491682,0.0,21.91559382078291,21.701240708872994,48.40512867130896,30.77342585925247,1.3167334239697395,4.21883838598487,0.0
60.0,15.0,3.186853056,4.824208211,68.73635226574702,-2.472704525662865,21.428039913691098,22.373947325023973,47.23249277307342,33.236881448677764,1.7840883953660578,4.078897253683029,-0.1467332403660575
60.0,30.0,2.813234437,6.087944748,66.37810628972551,17.243787417665995,20.918009659965506,23.03219646161198,48.125908088296995,29.162449709551545,2.251443366762376,3.9389561203811883,1.0232669442376237
60.0,45.0,2.439615819,7.351681285,64.01986033055569,36.96027934414317,20.385983472158365,23.67520248158545,47.855894135028365,24.892436028666243,2.7187983381586944,3.7990149880793473,2.193267127841305
60.0,60.0,2.0659972,8.615417822,61.661614354534166,56.67677128747205,19.83246998550317,24.30219673902212,46.41824405459103,20.715104905183573,3.186153309555012,3.659073854777506,3.3632673124449877
