prox_x,prox_y,dist_x,dist_y
-6.45182270836409*sqrt(pi)*(0.847365294664188*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761083*fresnelc(0.54437254101822/sqrt(pi))) + 6.45182270836409*sqrt(pi)*(0.531010411761083*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664188*fresnels(5.50421124807312/sqrt(pi))),-6.45182270836409*sqrt(pi)*(-0.531010411761083*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664188*fresnelc(5.50421124807312/sqrt(pi))) + 6.45182270836409*sqrt(pi)*(-0.531010411761083*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664188*fresnelc(0.54437254101822/sqrt(pi))),-6.45182270836409*sqrt(pi)*(0.847365294664188*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761083*fresnelc(0.54437254101822/sqrt(pi))) - 0.040590436924888 + 6.45182270836409*sqrt(pi)*(0.531010411761083*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664188*fresnels(5.50421124807312/sqrt(pi))),-6.45182270836409*sqrt(pi)*(-0.531010411761083*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664188*fresnelc(5.50421124807312/sqrt(pi))) + 0.280429910573433 + 6.45182270836409*sqrt(pi)*(-0.531010411761083*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664188*fresnelc(0.54437254101822/sqrt(pi)))
-6.45182270836409*sqrt(pi)*(0.847365294664188*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761083*fresnelc(0.54437254101822/sqrt(pi))) + 6.45182270836409*sqrt(pi)*(0.531010411761083*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664188*fresnels(5.50421124807312/sqrt(pi))),-6.45182270836409*sqrt(pi)*(-0.531010411761083*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664188*fresnelc(5.50421124807312/sqrt(pi))) + 6.45182270836409*sqrt(pi)*(-0.531010411761083*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664188*fresnelc(0.54437254101822/sqrt(pi))),-6.45182270836409*sqrt(pi)*(0.847365294664188*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761083*fresnelc(0.54437254101822/sqrt(pi))) + 0.317079688105285 + 6.45182270836409*sqrt(pi)*(0.531010411761083*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664188*fresnels(5.50421124807312/sqrt(pi))),-6.45182270836409*sqrt(pi)*(-0.531010411761083*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664188*fresnelc(5.50421124807312/sqrt(pi))) + 0.579585917003481 + 6.45182270836409*sqrt(pi)*(-0.531010411761083*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664188*fresnelc(0.54437254101822/sqrt(pi)))
-6.45182270836409*sqrt(pi)*(0.847365294664188*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761083*fresnelc(0.54437254101822/sqrt(pi))) + 6.45182270836409*sqrt(pi)*(0.531010411761083*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664188*fresnels(5.50421124807312/sqrt(pi))),-6.45182270836409*sqrt(pi)*(-0.531010411761083*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664188*fresnelc(5.50421124807312/sqrt(pi))) + 6.45182270836409*sqrt(pi)*(-0.531010411761083*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664188*fresnelc(0.54437254101822/sqrt(pi))),-6.45182270836409*sqrt(pi)*(0.847365294664188*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761083*fresnelc(0.54437254101822/sqrt(pi))) + 0.926946119384315 + 6.45182270836409*sqrt(pi)*(0.531010411761083*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664188*fresnels(5.50421124807312/sqrt(pi))),-6.45182270836409*sqrt(pi)*(-0.531010411761083*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664188*fresnelc(5.50421124807312/sqrt(pi))) + 0.420474642182432 + 6.45182270836409*sqrt(pi)*(-0.531010411761083*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664188*fresnelc(0.54437254101822/sqrt(pi)))
-6.45182270836409*sqrt(pi)*(0.847365294664188*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761083*fresnelc(0.54437254101822/sqrt(pi))) + 6.45182270836409*sqrt(pi)*(0.531010411761083*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664188*fresnels(5.50421124807312/sqrt(pi))),-6.45182270836409*sqrt(pi)*(-0.531010411761083*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664188*fresnelc(5.50421124807312/sqrt(pi))) + 6.45182270836409*sqrt(pi)*(-0.531010411761083*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664188*fresnelc(0.54437254101822/sqrt(pi))),-6.45182270836409*sqrt(pi)*(0.847365294664188*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761083*fresnelc(0.54437254101822/sqrt(pi))) + 1.24285600772754 + 6.45182270836409*sqrt(pi)*(0.531010411761083*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664188*fresnels(5.50421124807312/sqrt(pi))),-6.45182270836409*sqrt(pi)*(-0.531010411761083*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664188*fresnelc(5.50421124807312/sqrt(pi))) - 0.275956047561352 + 6.45182270836409*sqrt(pi)*(-0.531010411761083*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664188*fresnelc(0.54437254101822/sqrt(pi)))
-6.85506162763685*sqrt(pi)*(0.847365294664187*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761084*fresnelc(0.54437254101822/sqrt(pi))) + 6.85506162763685*sqrt(pi)*(0.531010411761084*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnels(5.50421124807312/sqrt(pi))),-6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnelc(5.50421124807312/sqrt(pi))) + 6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664187*fresnelc(0.54437254101822/sqrt(pi))),-6.85506162763685*sqrt(pi)*(0.847365294664187*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761084*fresnelc(0.54437254101822/sqrt(pi))) + 6.85506162763685*sqrt(pi)*(0.531010411761084*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnels(5.50421124807312/sqrt(pi))) + 18.2080595243993,-21.271261560047 - 6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnelc(5.50421124807312/sqrt(pi))) + 6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664187*fresnelc(0.54437254101822/sqrt(pi)))
-6.85506162763685*sqrt(pi)*(0.847365294664187*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761084*fresnelc(0.54437254101822/sqrt(pi))) + 6.85506162763685*sqrt(pi)*(0.531010411761084*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnels(5.50421124807312/sqrt(pi))),-6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnelc(5.50421124807312/sqrt(pi))) + 6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664187*fresnelc(0.54437254101822/sqrt(pi))),-6.85506162763685*sqrt(pi)*(0.847365294664187*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761084*fresnelc(0.54437254101822/sqrt(pi))) + 0.0809409606568222 + 6.85506162763685*sqrt(pi)*(0.531010411761084*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnels(5.50421124807312/sqrt(pi))),-6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnelc(5.50421124807312/sqrt(pi))) - 1.27054766027019 + 6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664187*fresnelc(0.54437254101822/sqrt(pi)))
-6.85506162763685*sqrt(pi)*(0.847365294664187*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761084*fresnelc(0.54437254101822/sqrt(pi))) + 6.85506162763685*sqrt(pi)*(0.531010411761084*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnels(5.50421124807312/sqrt(pi))),-6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnelc(5.50421124807312/sqrt(pi))) + 6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664187*fresnelc(0.54437254101822/sqrt(pi))),-6.85506162763685*sqrt(pi)*(0.847365294664187*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761084*fresnelc(0.54437254101822/sqrt(pi))) - 0.558425026488073 + 6.85506162763685*sqrt(pi)*(0.531010411761084*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnels(5.50421124807312/sqrt(pi))),-6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnelc(5.50421124807312/sqrt(pi))) - 0.850993256584257 + 6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664187*fresnelc(0.54437254101822/sqrt(pi)))
-6.85506162763685*sqrt(pi)*(0.847365294664187*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761084*fresnelc(0.54437254101822/sqrt(pi))) + 6.85506162763685*sqrt(pi)*(0.531010411761084*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnels(5.50421124807312/sqrt(pi))),-6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnelc(5.50421124807312/sqrt(pi))) + 6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664187*fresnelc(0.54437254101822/sqrt(pi))),-6.85506162763685*sqrt(pi)*(0.847365294664187*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761084*fresnelc(0.54437254101822/sqrt(pi))) - 0.621559216498443 + 6.85506162763685*sqrt(pi)*(0.531010411761084*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnels(5.50421124807312/sqrt(pi))),-6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnelc(5.50421124807312/sqrt(pi))) - 0.22388279117331 + 6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664187*fresnelc(0.54437254101822/sqrt(pi)))
-6.85506162763685*sqrt(pi)*(0.847365294664187*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761084*fresnelc(0.54437254101822/sqrt(pi))) + 6.85506162763685*sqrt(pi)*(0.531010411761084*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnels(5.50421124807312/sqrt(pi))),-6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnelc(5.50421124807312/sqrt(pi))) + 6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664187*fresnelc(0.54437254101822/sqrt(pi))),-6.85506162763685*sqrt(pi)*(0.847365294664187*fresnels(0.54437254101822/sqrt(pi)) + 0.531010411761084*fresnelc(0.54437254101822/sqrt(pi))) - 0.27081248624085 + 6.85506162763685*sqrt(pi)*(0.531010411761084*fresnelc(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnels(5.50421124807312/sqrt(pi))),-6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(5.50421124807312/sqrt(pi)) + 0.847365294664187*fresnelc(5.50421124807312/sqrt(pi))) + 0.0833613556153335 + 6.85506162763685*sqrt(pi)*(-0.531010411761084*fresnels(0.54437254101822/sqrt(pi)) + 0.847365294664187*fresnelc(0.54437254101822/sqrt(pi)))
4.56212758809761*sqrt(pi)*(-0.899919588063363*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202651*fresnels(7.78413019719154/sqrt(pi))) - 4.56212758809761*sqrt(pi)*(-0.899919588063363*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202651*fresnels(0.769859030491471/sqrt(pi))),-4.56212758809761*sqrt(pi)*(-0.436055885202651*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063363*fresnels(7.78413019719154/sqrt(pi))) + 4.56212758809761*sqrt(pi)*(-0.436055885202651*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063363*fresnels(0.769859030491471/sqrt(pi))),4.56212758809761*sqrt(pi)*(-0.899919588063363*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202651*fresnels(7.78413019719154/sqrt(pi))) + 0.213196225171747 - 4.56212758809761*sqrt(pi)*(-0.899919588063363*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202651*fresnels(0.769859030491471/sqrt(pi))),-4.56212758809761*sqrt(pi)*(-0.436055885202651*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063363*fresnels(7.78413019719154/sqrt(pi))) + 4.56212758809761*sqrt(pi)*(-0.436055885202651*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063363*fresnels(0.769859030491471/sqrt(pi))) - 0.186643745907798
4.56212758809761*sqrt(pi)*(-0.899919588063363*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202651*fresnels(7.78413019719154/sqrt(pi))) - 4.56212758809761*sqrt(pi)*(-0.899919588063363*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202651*fresnels(0.769859030491471/sqrt(pi))),-4.56212758809761*sqrt(pi)*(-0.436055885202651*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063363*fresnels(7.78413019719154/sqrt(pi))) + 4.56212758809761*sqrt(pi)*(-0.436055885202651*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063363*fresnels(0.769859030491471/sqrt(pi))),4.56212758809761*sqrt(pi)*(-0.899919588063363*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202651*fresnels(7.78413019719154/sqrt(pi))) + 0.136016067687046 - 4.56212758809761*sqrt(pi)*(-0.899919588063363*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202651*fresnels(0.769859030491471/sqrt(pi))),-4.56212758809761*sqrt(pi)*(-0.436055885202651*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063363*fresnels(7.78413019719154/sqrt(pi))) + 4.56212758809761*sqrt(pi)*(-0.436055885202651*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063363*fresnels(0.769859030491471/sqrt(pi))) - 0.646497481146418
4.56212758809761*sqrt(pi)*(-0.899919588063363*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202651*fresnels(7.78413019719154/sqrt(pi))) - 4.56212758809761*sqrt(pi)*(-0.899919588063363*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202651*fresnels(0.769859030491471/sqrt(pi))),-4.56212758809761*sqrt(pi)*(-0.436055885202651*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063363*fresnels(7.78413019719154/sqrt(pi))) + 4.56212758809761*sqrt(pi)*(-0.436055885202651*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063363*fresnels(0.769859030491471/sqrt(pi))),4.56212758809761*sqrt(pi)*(-0.899919588063363*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202651*fresnels(7.78413019719154/sqrt(pi))) - 0.430760215862004 - 4.56212758809761*sqrt(pi)*(-0.899919588063363*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202651*fresnels(0.769859030491471/sqrt(pi))),-4.56212758809761*sqrt(pi)*(-0.436055885202651*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063363*fresnels(7.78413019719154/sqrt(pi))) + 4.56212758809761*sqrt(pi)*(-0.436055885202651*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063363*fresnels(0.769859030491471/sqrt(pi))) - 0.922211293246078
4.56212758809761*sqrt(pi)*(-0.899919588063363*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202651*fresnels(7.78413019719154/sqrt(pi))) - 4.56212758809761*sqrt(pi)*(-0.899919588063363*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202651*fresnels(0.769859030491471/sqrt(pi))),-4.56212758809761*sqrt(pi)*(-0.436055885202651*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063363*fresnels(7.78413019719154/sqrt(pi))) + 4.56212758809761*sqrt(pi)*(-0.436055885202651*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063363*fresnels(0.769859030491471/sqrt(pi))),4.56212758809761*sqrt(pi)*(-0.899919588063363*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202651*fresnels(7.78413019719154/sqrt(pi))) - 1.12363354864155 - 4.56212758809761*sqrt(pi)*(-0.899919588063363*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202651*fresnels(0.769859030491471/sqrt(pi))),-4.56212758809761*sqrt(pi)*(-0.436055885202651*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063363*fresnels(7.78413019719154/sqrt(pi))) + 4.56212758809761*sqrt(pi)*(-0.436055885202651*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063363*fresnels(0.769859030491471/sqrt(pi))) - 0.598573675078784
4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202648*fresnels(7.78413019719154/sqrt(pi))) - 4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202648*fresnels(0.769859030491471/sqrt(pi))),-4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063364*fresnels(7.78413019719154/sqrt(pi))) + 4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063364*fresnels(0.769859030491471/sqrt(pi))),-27.6648854746001 + 4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202648*fresnels(7.78413019719154/sqrt(pi))) - 4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202648*fresnels(0.769859030491471/sqrt(pi))),-4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063364*fresnels(7.78413019719154/sqrt(pi))) + 4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063364*fresnels(0.769859030491471/sqrt(pi))) + 4.31904059685235
4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202648*fresnels(7.78413019719154/sqrt(pi))) - 4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202648*fresnels(0.769859030491471/sqrt(pi))),-4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063364*fresnels(7.78413019719154/sqrt(pi))) + 4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063364*fresnels(0.769859030491471/sqrt(pi))),4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202648*fresnels(7.78413019719154/sqrt(pi))) - 0.887711563279952 - 4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202648*fresnels(0.769859030491471/sqrt(pi))),-4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063364*fresnels(7.78413019719154/sqrt(pi))) + 4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063364*fresnels(0.769859030491471/sqrt(pi))) + 0.912584777732555
4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202648*fresnels(7.78413019719154/sqrt(pi))) - 4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202648*fresnels(0.769859030491471/sqrt(pi))),-4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063364*fresnels(7.78413019719154/sqrt(pi))) + 4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063364*fresnels(0.769859030491471/sqrt(pi))),4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202648*fresnels(7.78413019719154/sqrt(pi))) - 0.129161823951591 - 4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202648*fresnels(0.769859030491471/sqrt(pi))),-4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063364*fresnels(7.78413019719154/sqrt(pi))) + 4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063364*fresnels(0.769859030491471/sqrt(pi))) + 1.00962629531604
4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202648*fresnels(7.78413019719154/sqrt(pi))) - 4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202648*fresnels(0.769859030491471/sqrt(pi))),-4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063364*fresnels(7.78413019719154/sqrt(pi))) + 4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063364*fresnels(0.769859030491471/sqrt(pi))),4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202648*fresnels(7.78413019719154/sqrt(pi))) + 0.326602767179427 - 4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202648*fresnels(0.769859030491471/sqrt(pi))),-4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063364*fresnels(7.78413019719154/sqrt(pi))) + 4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063364*fresnels(0.769859030491471/sqrt(pi))) + 0.574273450777982
4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202648*fresnels(7.78413019719154/sqrt(pi))) - 4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202648*fresnels(0.769859030491471/sqrt(pi))),-4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063364*fresnels(7.78413019719154/sqrt(pi))) + 4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063364*fresnels(0.769859030491471/sqrt(pi))),4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(7.78413019719154/sqrt(pi)) - 0.436055885202648*fresnels(7.78413019719154/sqrt(pi))) + 0.259941848344084 - 4.84726056235371*sqrt(pi)*(-0.899919588063364*fresnelc(0.769859030491471/sqrt(pi)) - 0.436055885202648*fresnels(0.769859030491471/sqrt(pi))),-4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(7.78413019719154/sqrt(pi)) + 0.899919588063364*fresnels(7.78413019719154/sqrt(pi))) + 4.84726056235371*sqrt(pi)*(-0.436055885202648*fresnelc(0.769859030491471/sqrt(pi)) + 0.899919588063364*fresnels(0.769859030491471/sqrt(pi))) + 0.112777452504647
-3.72496157743775*sqrt(pi)*(-0.1083680473546*fresnels(0.94288089928893/sqrt(pi)) + 0.994110842065688*fresnelc(0.94288089928893/sqrt(pi))) + 3.72496157743775*sqrt(pi)*(-0.1083680473546*fresnels(9.53357353725474/sqrt(pi)) + 0.994110842065688*fresnelc(9.53357353725474/sqrt(pi))),3.72496157743775*sqrt(pi)*(-0.994110842065688*fresnels(0.94288089928893/sqrt(pi)) - 0.1083680473546*fresnelc(0.94288089928893/sqrt(pi))) - 3.72496157743775*sqrt(pi)*(-0.994110842065688*fresnels(9.53357353725474/sqrt(pi)) - 0.1083680473546*fresnelc(9.53357353725474/sqrt(pi))),-3.72496157743775*sqrt(pi)*(-0.1083680473546*fresnels(0.94288089928893/sqrt(pi)) + 0.994110842065688*fresnelc(0.94288089928893/sqrt(pi))) - 0.283334753735319 + 3.72496157743775*sqrt(pi)*(-0.1083680473546*fresnels(9.53357353725474/sqrt(pi)) + 0.994110842065688*fresnelc(9.53357353725474/sqrt(pi))),3.72496157743775*sqrt(pi)*(-0.994110842065688*fresnels(0.94288089928893/sqrt(pi)) - 0.1083680473546*fresnelc(0.94288089928893/sqrt(pi))) + 0.00315208498026168 - 3.72496157743775*sqrt(pi)*(-0.994110842065688*fresnels(9.53357353725474/sqrt(pi)) - 0.1083680473546*fresnelc(9.53357353725474/sqrt(pi)))
-3.72496157743775*sqrt(pi)*(-0.1083680473546*fresnels(0.94288089928893/sqrt(pi)) + 0.994110842065688*fresnelc(0.94288089928893/sqrt(pi))) + 3.72496157743775*sqrt(pi)*(-0.1083680473546*fresnels(9.53357353725474/sqrt(pi)) + 0.994110842065688*fresnelc(9.53357353725474/sqrt(pi))),3.72496157743775*sqrt(pi)*(-0.994110842065688*fresnels(0.94288089928893/sqrt(pi)) - 0.1083680473546*fresnelc(0.94288089928893/sqrt(pi))) - 3.72496157743775*sqrt(pi)*(-0.994110842065688*fresnels(9.53357353725474/sqrt(pi)) - 0.1083680473546*fresnelc(9.53357353725474/sqrt(pi))),-3.72496157743775*sqrt(pi)*(-0.1083680473546*fresnels(0.94288089928893/sqrt(pi)) + 0.994110842065688*fresnelc(0.94288089928893/sqrt(pi))) - 0.523739213258157 + 3.72496157743775*sqrt(pi)*(-0.1083680473546*fresnels(9.53357353725474/sqrt(pi)) + 0.994110842065688*fresnelc(9.53357353725474/sqrt(pi))),3.72496157743775*sqrt(pi)*(-0.994110842065688*fresnels(0.94288089928893/sqrt(pi)) - 0.1083680473546*fresnelc(0.94288089928893/sqrt(pi))) + 0.402686727237734 - 3.72496157743775*sqrt(pi)*(-0.994110842065688*fresnels(9.53357353725474/sqrt(pi)) - 0.1083680473546*fresnelc(9.53357353725474/sqrt(pi)))
